page,name,name_uncertain,parens,year,year_uncertain,tech,players,prod,notes,raw_line,disposition,catalog_slug,catalog_conf,catalog_maker,catalog_year,ipdb_id,ipdb_conf,ipdb_maker,opdb_id,review
playmec,Jackpot,,,1976,yes,,,,,Jackpot,new-model-existing-maker,jackpot-2,low,bigliardini-elettronici-milano,1976,4991,med,"Bigliardini Elettronici Milano, of Milano, Italy [Trade Name: BEM]",GR987-MJPEX,yes
playmec,15° Pool,,,1976,yes,,,,,15° Pool,exists,15pool,high,playmec,1976,5197,low,Unknown Manufacturer,GrqL6-MLy7l,yes
playmec,Corsair,,,1976,yes,,,,,Corsair,new-model-existing-maker,corsair,low,,,6873,low,Unknown Manufacturer,,yes
riflip,San Marco,,,1968,,,,,,San Marco,new-maker,,,,,,,,,
ripepi,Time Out,,,1975,yes,,,,,Time Out,exists,time-out,high,ripepi,,4992,high,"Ripepi, of Messina, Italy",,
ripepi,Caravan Gold,,,1976,,,,,,Caravan Gold,exists,caravan-gold,high,ripepi,,5943,high,"Ripepi, of Messina, Italy",,
ripepi,Gold Star,,,1976,,,,,,Gold Star,exists,gold-star-5,high,ditta-ripepi-spa,1976,4127,high,"Ditta Ripepi s.p.a., of Messina, Italy (1976)",GRKyL-MJpbw,
rmg,Grand Slam,,,,,,,,(kit per Ice Show Gottlieb),Grand Slam,new-model-existing-maker,grand-slam-10,low,,,1074,low,D. Gottlieb & Company (1931-1977) [Trade Name: Gottlieb],G4PL3-MLeBP,yes
rmg,The 30′ Years,,,,,,,,em – 1p (kit for Gottlieb’s “Elite Guard”),The 30′ Years,exists,the-30-years,high,renato-montanari-giochi,,5018,high,"Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",,
rmg,Race Day,,,,,em,1,,(kit for Gottlieb “Solitaire”),Race Day – em – 1p (kit for Gottlieb “Solitaire”),exists,race-day,high,renato-montanari-giochi,,5365,high,"Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",,
rmg,Poker Game,,,,,,,,,Poker Game,exists,poker-game,high,renato-montanari-giochi,,4596,high,"Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",,
rmg,Big Valley,,,,,em,4,,(copy of Bally “Big Valley”),Big Valley – em – 4p (copy of Bally “Big Valley”),exists,big-valley-2,high,renato-montanari-giochi,1970,4779,high,"Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",Gr1lY-MJ55W,
rmg,Jungle King,,,,,em,1,,(copy of Gottlieb “Jungle King”),Jungle King – em – 1p (copy of Gottlieb “Jungle King”),exists,jungle-king-2,high,renato-montanari-giochi,1973,4780,high,"Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",G5B0y-MQ2K0,
rmg,Miss Theresine,,,,,em,1,,(copy of Gottlieb “Hi-Lo”),Miss Theresine – em – 1p (copy of Gottlieb “Hi-Lo”),exists,miss-theresine,high,renato-montanari-giochi,1970,4781,high,"Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",,
rmg,Only Star,,,,,em,1,,(copy of Gottlieb “Star Trek”),Only Star – em – 1p (copy of Gottlieb “Star Trek”),exists,only-star,high,renato-montanari-giochi,1971,4782,high,"Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",,
rmg,Space Orbit,,,,,em,1,,(copy of Gottlieb “Space Orbit”),Space Orbit – em – 1p (copy of Gottlieb “Space Orbit”),exists,space-orbit-2,high,skillgame-dba-renato-montanari-giochi,1972,4783,high,"Skillgame d.b.a. Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",G43WO-M1rdV,
rmg,Strike,,,,,em,1,,(1973)(copy of Gottlieb “Ten Up”) | (by “erremmegi”)(art: Mike) | (1973 – Enada II) Top Hand – em – 1p (copy of Gottlieb “Top Hand”) | (by “erremmegi”)(“app. modificato”),Strike – em – 1p (1973)(copy of Gottlieb “Ten Up”),exists,strike-4,high,renato-montanari-giochi,1973,4784,high,"Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",GRpyl-MJNBo,
rmg,Flying Carpet,,,,,em,1,,(1972) (copy of Gottlieb “Flying Carpet”),Flying Carpet – em – 1p (1972) (copy of Gottlieb “Flying Carpet”),exists,flying-carpet-2,high,renato-montanari-giochi,1972,4786,high,"Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",GrNPZ-MJNd0,
rmg,Card Trix,,,,,,,,,Card Trix,new-model-existing-maker,card-trix-2,low,d-gottlieb-company,1970,446,low,D. Gottlieb & Company (1931-1977) [Trade Name: Gottlieb],GRWZN-MDv6X,yes
rmg,Galaxy,,,,,,,,,Galaxy,new-model-existing-maker,galaxy-2,low,bally-manufacturing-corporation,1978,979,low,"Sega Enterprises, Ltd., of Tokyo, Japan (1971-1979)",GrxJV-MDOXX,yes
romagnoli,Play Girl,,,1979,,,,,,Play Girl,exists,play-girl,high,romagnoli,1979,4702,high,"Romagnoli, of Italy",,
sidam,Rugby,,video-pinball,,,,,,,Rugby (video-pinball),new-maker,rugby,low,chicago-coin-machine-manufacturing-company,1936,3340,low,Chicago Coin Machine Manufacturing Company (1932-1977),,yes
skill-game-the-best,Space Time,,,,,em,1,,,Space Time – em – 1p,new-model-existing-maker,space-time-2,low,bensa-sas,1973,4062,med,"Bensa s.a.s., of Milan, Italy (1973-1974)",GRvE1-MQ2P6,yes
skill-game-the-best,The Best Corsair,,art: Mike,1976,,,,,,The Best Corsair (1976)(art: Mike),new-model-existing-maker,the-best-corsair,low,europlay,1976,4921,med,"Europlay, of Italy",G5L8W-MQ6Yp,yes
skill-game-the-best,The Best Card King,,,,,,,,,The Best Card King,new-model-existing-maker,,,,,,,,,
skill-game-the-best,The Best Galaxie,,,,,em,1,,(by “skill game”)(art: Mister X),The Best Galaxie – em – 1p,new-model-existing-maker,the-best-galaxie,low,,,6836,low,Unknown Manufacturer,,yes
skill-game-the-best,The Best Wizard,,,,,em,1,,(inspired from Gottlieb’s “Wizard”)(art: Mike) | (signed backglass from Federico Croci’s collection),The Best Wizard – em – 1p,exists,the-best-wizard,high,skillgame-dba-renato-montanari-giochi,1972,4919,high,"Skillgame d.b.a. Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",,
tecnoplay,Devil King,,re-release of Zaccaria’s kit “Mystic Star”,1987,,ss,4,,,Devil King (re-release of Zaccaria’s kit “Mystic Star”) – ss – 4p,exists,devil-king,high,tecnoplay,1987,3703,high,"Tecnoplay, of San Marino, Italy (1987-1989)",G5QOw-MDOv0,
tecnoplay,Scramble,,,1987,,ss,4,,,Scramble – ss – 4p,exists,scramble,high,tecnoplay,,3557,high,"Tecnoplay, of San Marino, Italy (1987-1989)",G5p8V-MD0op,
tecnoplay,X Force,,,1987,,ss,6,,,X Force – ss – 6p,exists,x-force,high,tecnoplay,,3539,high,"Tecnoplay, of San Marino, Italy (1987-1989)",GRzJ1-MkPEj,
tecnoplay,Space Team,,,1988,,ss,4,,,Space Team – ss – 4p,exists,space-team,high,tecnoplay,1988,3258,high,"Tecnoplay, of San Marino, Italy (1987-1989)",G4kyZ-MLR5r,
tecnoplay,Hi Ball,,,1988,,ss,4,,,Hi Ball – ss – 4p,exists,hi-ball-3,high,tecnoplay,1988,3709,high,"Tecnoplay, of San Marino, Italy (1987-1989)",GR7j6-MDxWl,
zaccaria,Granada,yes,,1973,yes,em,1,,,Granada(?) – 1p – em,exists,granada-2,high,zaccaria,,6139,high,"Zaccaria, of Bologna, Italy (1974-1987)",GPBdK-M0o99,
zaccaria,Tropical,,,1973,yes,em,1,,,Tropical – 1p – em,exists,tropical,high,zaccaria,,5511,high,"Zaccaria, of Bologna, Italy (1974-1987)",,
zaccaria,Top Hand,,,1973,yes,em,1,,,Top Hand – 1p – em,exists,top-hand-5,high,zaccaria,,5288,high,"Zaccaria, of Bologna, Italy (1974-1987)",G4EeX-MLzRl,
zaccaria,Jungle Life,,,1973,yes,em,1,,,Jungle Life – 1p – em,new-model-existing-maker,jungle-life-2,low,,,1337,low,D. Gottlieb & Company (1931-1977) [Trade Name: Gottlieb],G5B0y-MZeOe,yes
zaccaria,Cine Star,,,1974,yes,em,1,,,Cine Star – 1p – em,exists,cine-star,high,zaccaria,,5048,high,"Zaccaria, of Bologna, Italy (1974-1987)",,
zaccaria,Strike,,,1974,yes,em,1,,,Strike – 1p – em,exists,strike,high,zaccaria,1978,3363,high,"Zaccaria, of Bologna, Italy (1974-1987)",GRpyl-MJNBo,
zaccaria,Strike,,,1974,yes,em,1,,"(home model, no coin door – sound card)","Strike – 1p – em (home model, no coin door – sound card)",exists,strike,high,zaccaria,1978,3363,high,"Zaccaria, of Bologna, Italy (1974-1987)",GRpyl-MJNBo,
zaccaria,Red Show,,,1975,,em,1,,,Red Show – 1p – em,exists,red-show,high,zaccaria,1975,3720,high,"Zaccaria, of Bologna, Italy (1974-1987)",GrP7X-ML05X,
zaccaria,Lucky Fruit,,,1975,,em,1,,,Lucky Fruit – 1p – em,exists,lucky-fruit,high,zaccaria,1975,1487,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5n0W-MQP6n,
zaccaria,Ten Up,,,1975,,em,4,,,Ten Up – 4p – em,new-model-existing-maker,ten-up-2,low,,,2521,low,D. Gottlieb & Company (1931-1977) [Trade Name: Gottlieb],GR6DZ-MLOWE,yes
zaccaria,Woods Queen,,,1976,,em,1,,,Woods Queen – 1p – em,exists,woods-queen,high,zaccaria,1976,2806,high,"Zaccaria, of Bologna, Italy (1974-1987)",,
zaccaria,Woods Queen,,,1976,,em,2,,,Woods Queen – 2p – em,exists,woods-queen,high,zaccaria,1976,2806,high,"Zaccaria, of Bologna, Italy (1974-1987)",,
zaccaria,Woods Queen,,,1976,,em,4,,,Woods Queen – 4p – em,exists,woods-queen,high,zaccaria,1976,2806,high,"Zaccaria, of Bologna, Italy (1974-1987)",,
zaccaria,Ten Stars,,,1976,,em,1,,,Ten Stars – 1p – em,exists,ten-stars,high,zaccaria,1976,3373,high,"Zaccaria, of Bologna, Italy (1974-1987)",G4PW2-MDExV,
zaccaria,Moon Flight,,,1977,,em,1,,,Moon Flight – 1p – em,exists,moon-flight,high,zaccaria,1976,1626,high,"Zaccaria, of Bologna, Italy (1974-1987)",GreN3-MJ7wJ,
zaccaria,Universe,,,1977,,em,4,,,Universe – 4p – em,exists,universe-3,high,zaccaria,1976,2706,high,"Zaccaria, of Bologna, Italy (1974-1987)",G4dxZ-MVKn9,
zaccaria,Circus,,,1977,,em,4,,,Circus – 4p – em,exists,circus-4,high,zaccaria,1977,518,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5KJW-MDnKx,
zaccaria,Aerobatics,,,1977,,em,1,,,Aerobatics – 1p – em,exists,aerobatics,high,zaccaria,1977,24,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5WJw-MkP98,
zaccaria,Supersonic,,,1977,,em,1,,,Supersonic – 1p – em,exists,supersonic-2,high,zaccaria,1977,3419,high,"Zaccaria, of Bologna, Italy (1974-1987)",G4xyV-MJK7V,
zaccaria,Nautilus,,,1977,,em,1,,,Nautilus – 1p – em,exists,nautilus-2,high,zaccaria,1977,3381,high,"Zaccaria, of Bologna, Italy (1974-1987)",GRKYx-MD067,
zaccaria,Combat,,,1977,,em,4,,,Combat – 4p – em,exists,combat,high,zaccaria,1977,3609,high,"Zaccaria, of Bologna, Italy (1974-1987)",GryPZ-ML07x,
zaccaria,Combat,,,1977,,ss,4,,,Combat – 4p – ss,exists,combat,high,zaccaria,1977,3609,high,"Zaccaria, of Bologna, Italy (1974-1987)",GryPZ-ML07x,
zaccaria,Winter Sports,,,1978,,ss,4,01/78,,Winter Sports – 4p – ss – 01/78,exists,winter-sports,high,zaccaria,,3563,high,"Zaccaria, of Bologna, Italy (1974-1987)",GrxWp-MDvrD,
zaccaria,Queen Castle,,,1978,,em,1,04/78,,Queen Castle – 1p – em – 04/78,new-model-existing-maker,,,,,,,,,
zaccaria,House of Diamonds,,,1978,,ss,4,07/78,,House of Diamonds – 4p – ss – 07/78,exists,house-of-diamonds,high,zaccaria,,3165,high,"Zaccaria, of Bologna, Italy (1974-1987)",GRVpL-MJjPR,
zaccaria,Strike,,,1978,,ss,1,09/78,,Strike – 1p – ss – 09/78,exists,strike,high,zaccaria,1978,3363,high,"Zaccaria, of Bologna, Italy (1974-1987)",GRpyl-MJNBo,
zaccaria,Ski Jump,,,1978,,ss,1,10/78,,Ski Jump – 1p – ss – 10/78,exists,ski-jump,high,zaccaria,1978,3637,high,"Zaccaria, of Bologna, Italy (1974-1987)",GRzxO-MQP8j,
zaccaria,Ski Jump,,,1978,,em,1,??/78,,Ski Jump – 1p – em ??/78,exists,ski-jump,high,zaccaria,1978,3637,high,"Zaccaria, of Bologna, Italy (1974-1987)",GRzxO-MQP8j,
zaccaria,Future World,,,1978,,ss,4,10/78,,Future World – 4p – ss – 10/78,exists,future-world,high,zaccaria,1978,3613,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5Kl7-MDxel,
zaccaria,Shooting the rapids,,,1979,,ss,4,04/79,,Shooting the rapids – 4p – ss – 04/79,exists,shooting-the-rapids,high,zaccaria,1979,3606,high,"Zaccaria, of Bologna, Italy (1974-1987)",G41oq-MQVR1,
zaccaria,Hot Wheels,,,1979,,ss,4,09/79,,Hot Wheels – 4p – ss – 09/79,exists,hot-wheels,high,zaccaria,1979,3164,high,"Zaccaria, of Bologna, Italy (1974-1987)",GrOY9-Mq14V,
zaccaria,Space City,,,1979,,ss,1,09/79,,Space City – 1p – ss – 09/79,exists,space-city,high,zaccaria,1979,3267,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5Kl7-M1rzV,
zaccaria,Fire Mountain,,,1980,,ss,4,01/80,,Fire Mountain – ss – 4p – 01/80,exists,fire-mountain,high,zaccaria,1980,3097,high,"Zaccaria, of Bologna, Italy (1974-1987)",G4E9p-MDOrl,
zaccaria,Star God,,,1980,,ss,4,05/80,,Star God – ss – 4p – 05/80,exists,star-god,high,zaccaria,1980,3458,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5vXk-M2Y8r,
zaccaria,Space Shuttle,,,1980,,ss,4,09/80,,Space Shuttle – ss – 4p – 09/80,exists,space-shuttle,high,zaccaria,,3263,high,"Zaccaria, of Bologna, Italy (1974-1987)",G4jyz-MDyYE,
zaccaria,"Earth, Wind & Fire",,,1981,,ss,4,04/81,,"Earth, Wind & Fire – ss – 4p – 04/81",exists,earth-wind-fire,high,zaccaria,1981,3611,high,"Zaccaria, of Bologna, Italy (1974-1987)",GR96Q-MNEnx,
zaccaria,Locomotion,,,1981,,ss,4,09/81,,Locomotion – ss – 4p – 09/81,exists,locomotion,high,zaccaria,1981,3217,high,"Zaccaria, of Bologna, Italy (1974-1987)",G4d7B-MJVlK,
zaccaria,Pinball Champ ’82,,,1982,,ss,4,04/82,,Pinball Champ ’82 – ss – 4p – 04/82,exists,pinball-champ-82,high,zaccaria,,1794,high,"Zaccaria, of Bologna, Italy (1974-1987)",GrPdq-MQYkJ,
zaccaria,Soccer King,,,1982,,ss,4,09/82,,Soccer King – ss – 4p – 09/82,new-model-existing-maker,,,,,,,,,
zaccaria,Pinball Champ,,,1983,,ss,4,,,Pinball Champ – ss – 4p,exists,pinball-champ,high,zaccaria,,1793,high,"Zaccaria, of Bologna, Italy (1974-1987)",GrPdq-M9RRe,
zaccaria,Time Machine,,,1983,,ss,4,04/83,,Time Machine – ss – 4p – 04/83,exists,time-machine-zaccaria,high,zaccaria,,3494,high,"Zaccaria, of Bologna, Italy (1974-1987)",GR99Y-MJ9Zy,
zaccaria,Farfalla,,,1983,,ss,4,09/83,,Farfalla – ss – 4p – 09/83,exists,farfalla,high,zaccaria,,824,high,"Zaccaria, of Bologna, Italy (1974-1987)",GRVw2-M4oWO,
zaccaria,Pinball Champ,,,1983,,ss,4,,(seven digit displays),Pinball Champ – ss (seven digit displays) – 4p,exists,pinball-champ,high,zaccaria,,1793,high,"Zaccaria, of Bologna, Italy (1974-1987)",GrPdq-M9RRe,
zaccaria,Devil Riders,,,1984,,ss,4,04/84,,Devil Riders – ss – 4p – 04/84,exists,devil-riders,high,zaccaria,1984,672,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5DPP-MJKbp,
zaccaria,Magic Castle,,,1984,,ss,4,09/84,,Magic Castle – ss – 4p – 09/84,exists,magic-castle,high,zaccaria,1984,1511,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5v2B-MQ2xy,
zaccaria,Robot,,,1985,,ss,4,01/85,,Robot – ss – 4p – 01/85,exists,robot,high,zaccaria,1985,1977,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5Wjk-MLvBr,
zaccaria,Clown,,,1985,,ss,4,07/85,,Clown – ss – 4p – 07/85,exists,clown,high,zaccaria,1985,3024,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5Wjo-MJ9ll,
zaccaria,Pool Champion,,,1985,,ss,4,12/85,,Pool Champion – ss – 4p – 12/85,exists,pool-champion,high,zaccaria,1985,3311,high,"Zaccaria, of Bologna, Italy (1974-1987)",G4jex-MLly8,
zaccaria,Blackbelt,,,1986,,ss,4,,,Blackbelt – ss – 4p,exists,blackbelt,high,zaccaria,1986,316,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5Ljd-MLWj0,
zaccaria,Mexico ’86,,,1986,,ss,4,,,Mexico ’86 – ss – 4p,exists,mexico-86,high,zaccaria,1986,3382,high,"Zaccaria, of Bologna, Italy (1974-1987)",GrxeN-MD0ky,
zaccaria,Zankor,,,1986,,ss,4,,,Zankor – ss – 4p,exists,zankor,high,zaccaria,1986,3531,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5z71-MBRXz,
zaccaria,Mystic Star,,,1986,,ss,4,,(kit),Mystic Star – ss – 4p (kit),exists,mystic-star,high,zaccaria,1986,3375,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5QOw-M61dY,
zaccaria,Spooky,,,1987,,ss,4,,,Spooky – ss – 4p,exists,spooky,high,zaccaria,1987,3459,high,"Zaccaria, of Bologna, Italy (1974-1987)",Gr1j8-MDxzp,
zaccaria,Star’s Phoenix,,,1987,,ss,4,,,Star’s Phoenix – ss – 4p,exists,stars-phoenix,high,zaccaria,1987,4509,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5VYY-MJ9V1,
zaccaria,New Star’s Phoenix,,,1987,,ss,4,,,New Star’s Phoenix – ss – 4p,exists,new-stars-phoenix,high,zaccaria,1987,4510,high,"Zaccaria, of Bologna, Italy (1974-1987)",G5VYY-MRjqd,
