entity_ref,field,value,ref,quote,note
model.hot-wheels,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Hot Wheels – 4p – ss – 09/79,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.hot-wheels,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Hot Wheels – 4p – ss – 09/79,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.house-of-diamonds,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,House of Diamonds – 4p – ss – 07/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.locomotion,year,1981,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Locomotion – ss – 4p – 09/81,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.locomotion,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Locomotion – ss – 4p – 09/81,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.locomotion,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Locomotion – ss – 4p – 09/81,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.lucky-fruit,year,1975,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Lucky Fruit – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.lucky-fruit,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Lucky Fruit – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.lucky-fruit,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Lucky Fruit – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.magic-castle,year,1984,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Magic Castle – ss – 4p – 09/84,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.magic-castle,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Magic Castle – ss – 4p – 09/84,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.magic-castle,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Magic Castle – ss – 4p – 09/84,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.mexico-86,year,1986,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Mexico '86 – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.mexico-86,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Mexico '86 – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.mexico-86,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Mexico '86 – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.moon-flight,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Moon Flight – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.moon-flight,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Moon Flight – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.mystic-star,year,1986,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Mystic Star – ss – 4p (kit),same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.mystic-star,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Mystic Star – ss – 4p (kit),same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.mystic-star,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Mystic Star – ss – 4p (kit),same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.nautilus-2,year,1977,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Nautilus – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.nautilus-2,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Nautilus – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.nautilus-2,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Nautilus – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.new-stars-phoenix,year,1987,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,New Star's Phoenix – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.new-stars-phoenix,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,New Star's Phoenix – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.new-stars-phoenix,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,New Star's Phoenix – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.pinball-champ,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Pinball Champ – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.pinball-champ-82,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Pinball Champ '82 – ss – 4p – 04/82,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.pool-champion,year,1985,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Pool Champion – ss – 4p – 12/85,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.pool-champion,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Pool Champion – ss – 4p – 12/85,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.pool-champion,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Pool Champion – ss – 4p – 12/85,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.queens-castle,year,1978,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Queen Castle – 1p – em – 04/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.queens-castle,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Queen Castle – 1p – em – 04/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.queens-castle,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Queen Castle – 1p – em – 04/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.red-show,year,1975,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Red Show – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.red-show,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Red Show – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.red-show,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Red Show – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.robot,year,1985,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Robot – ss – 4p – 01/85,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.robot,month,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Robot – ss – 4p – 01/85,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.robot,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Robot – ss – 4p – 01/85,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.robot,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Robot – ss – 4p – 01/85,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.shooting-the-rapids,year,1979,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Shooting the rapids – 4p – ss – 04/79,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.shooting-the-rapids,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Shooting the rapids – 4p – ss – 04/79,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.shooting-the-rapids,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Shooting the rapids – 4p – ss – 04/79,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.ski-jump,year,1978,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Ski Jump – 1p – ss – 10/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.ski-jump,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Ski Jump – 1p – ss – 10/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.ski-jump,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Ski Jump – 1p – ss – 10/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.soccer-kings,year,1982,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Soccer King – ss – 4p – 09/82,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.soccer-kings,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Soccer King – ss – 4p – 09/82,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.soccer-kings,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Soccer King – ss – 4p – 09/82,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.space-city,year,1979,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Space City – 1p – ss – 09/79,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.space-city,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Space City – 1p – ss – 09/79,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.space-city,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Space City – 1p – ss – 09/79,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.space-shuttle,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Space Shuttle – ss – 4p – 09/80,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.spooky,year,1987,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Spooky – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.spooky,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Spooky – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.spooky,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Spooky – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.star-god,year,1980,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Star God – ss – 4p – 05/80,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.star-god,month,5,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Star God – ss – 4p – 05/80,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.star-god,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Star God – ss – 4p – 05/80,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.star-god,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Star God – ss – 4p – 05/80,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.stars-phoenix,year,1987,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Star's Phoenix – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.stars-phoenix,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Star's Phoenix – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.stars-phoenix,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Star's Phoenix – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.strike,year,1978,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Strike – 1p – ss – 09/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.strike,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Strike – 1p – ss – 09/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.strike,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Strike – 1p – ss – 09/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.supersonic-2,year,1977,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Supersonic – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.supersonic-2,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Supersonic – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.supersonic-2,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Supersonic – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.ten-stars,year,1976,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Ten Stars – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.ten-stars,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Ten Stars – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.ten-stars,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Ten Stars – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.time-machine-zaccaria,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Time Machine – ss – 4p – 04/83,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.top-hand-5,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Top Hand – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.top-hand-5,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Top Hand – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.tropical,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Tropical – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.tropical,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Tropical – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.universe-3,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Universe – 4p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.universe-3,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Universe – 4p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.winter-sports,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Winter Sports – 4p – ss – 01/78,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.woods-queen,technology_generation,electromechanical,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Woods Queen – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.woods-queen,player_count,1,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Woods Queen – 1p – em,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.zankor,year,1986,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Zankor – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.zankor,technology_generation,solid-state,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Zankor – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.zankor,player_count,4,https://www.tilt.it/flipper_pinball/ipdb/zaccaria,Zankor – ss – 4p,same value already claimed by flipcommons-catalog - banked for the attach-evidence pass
model.mac-attack,credit,tony-ramunni: design,https://www.tilt.it/flipper_pinball/ipdb/mrgame,Mac Attack (game and flyer design by Toni Ramunni),credit already held by flipcommons-catalog (from IPDB) - tilt.it corroboration banked for the attach-evidence pass
model.world-cup-90,credit,tony-ramunni: design,https://www.tilt.it/flipper_pinball/ipdb/mrgame,World Cup '90 (game and flyer design by Toni Ramunni),credit already held by flipcommons-catalog (from IPDB) - tilt.it corroboration banked for the attach-evidence pass
model.strike-4,credit,michele-mike-martinelli: art,https://www.tilt.it/flipper_pinball/ipdb/rmg,"(by ""erremmegi"")(art: Mike)",credit already held by flipcommons-catalog (from IPDB) - tilt.it corroboration banked for the attach-evidence pass
model.the-best-corsair,credit,michele-mike-martinelli: art,https://www.tilt.it/flipper_pinball/ipdb/skill-game-the-best,The Best Corsair (1976)(art: Mike),credit already held by flipcommons-catalog (from IPDB) - tilt.it corroboration banked for the attach-evidence pass
model.the-best-wizard,credit,michele-mike-martinelli: art,https://www.tilt.it/flipper_pinball/ipdb/skill-game-the-best,"(inspired from Gottlieb's ""Wizard"")(art: Mike)",credit already held by flipcommons-catalog (from IPDB) - tilt.it corroboration banked for the attach-evidence pass
