page,name,name_uncertain,parens,year,year_uncertain,tech,players,prod,notes,raw_line,disposition,catalog_slug,catalog_conf,catalog_maker,catalog_year,ipdb_id,ipdb_conf,ipdb_maker,opdb_id,review,verdict,verdict_why,final_catalog_slug,agent_fields,lineage,conflict,quote
elettronolo,Carnival,,,1970,,em,1,,(Subway),Carnival – em – 1p (Subway),new-model-existing-maker,carnival-2,low,sega-enterprises-ltd,1971,450,low,Bally Manufacturing Corporation (1931-1983) [Trade Name: Bally],GRBv9-MLXlL,yes,create,,,"{""name"": ""Carnival"", ""year"": null, ""year_uncertain"": true, ""year_note"": ""listed under the page's '????' (unknown year) header; firm active 1965-1970"", ""technology"": ""em"", ""players"": 1, ""month"": null, ""game_format"": ""pinball"", ""kit"": true, ""kit_uncertain"": true, ""lineage"": ""Per tilt parenthetical, based on Gottlieb's 1966 'Subway' (ipdb 2412; an Italian-market 'Subway (Italy)' also exists as ipdb 4777). Likely a conversion in line with the firm's other output (Derby=kit for Bally Gold Rush, Mexico=kit for Bally Rocket III, etc.). Maker: Elettrocoin (catalog CE elettrocoin).""}","Per tilt parenthetical, based on Gottlieb's 1966 'Subway' (ipdb 2412; an Italian-market 'Subway (Italy)' also exists as ipdb 4777). Likely a conversion in line with the firm's other output (Derby=kit for Bally Gold Rush, Mexico=kit for Bally Rocket III, etc.). Maker: Elettrocoin (catalog CE elettrocoin).",,Carnival – em – 1p (Subway)
emmepi,Card King,,copy of same Gottlieb’s game,,,,,,,Card King (copy of same Gottlieb’s game),exists,card-king-3,high,emmepi,,6423,high,Emmepi,GRL9Q-MJpKr,,exists,parser high-confidence match,card-king-3,,,,
emmepi,Jungle Life,,copy of same Gottlieb’s game,,,,,,,Jungle Life (copy of same Gottlieb’s game),new-model-existing-maker,jungle-life-2,low,,,1337,low,D. Gottlieb & Company (1931-1977) [Trade Name: Gottlieb],G5B0y-MZeOe,yes,create,,,"{""name"": ""Jungle Life"", ""year"": null, ""year_uncertain"": true, ""technology"": ""em"", ""technology_uncertain"": true, ""players"": 1, ""players_uncertain"": true, ""month"": null, ""game_format"": ""pinball"", ""kit"": false, ""lineage"": ""Tilt: 'copy of same Gottlieb's game' - copy of Gottlieb's 1972 'Jungle Life' (ipdb 1337). Maker: Emmepi (catalog CE emmepi; precedent: Emmepi's Card King copy, catalog card-king-3 / ipdb 6423).""}","Tilt: 'copy of same Gottlieb's game' - copy of Gottlieb's 1972 'Jungle Life' (ipdb 1337). Maker: Emmepi (catalog CE emmepi; precedent: Emmepi's Card King copy, catalog card-king-3 / ipdb 6423).",,Jungle Life (copy of same Gottlieb's game)
europlay,Sky Star,,,1974,,em,1,,(primo modello – presentato Fiera di Milano 73 o 74)(art: Mike),Sky Star – em – 1p (primo modello – presentato Fiera di Milano 73 o 74)(art: Mike),exists,sky-star,high,europlay,1974,5050,high,"Europlay, of Italy",G4xlK-MQkWr,,exists,parser high-confidence match,sky-star,,,,
europlay,Tic & Toc,,,1974,,em,1,,(oct. 1974 – scritte in italiano – presentato Enada III),Tic & Toc – em – 1p (oct. 1974 – scritte in italiano – presentato Enada III),exists,tic-toc,high,europlay,1974,4079,high,"Europlay, of Italy",GRWwO-Mz2B6,,exists,parser high-confidence match,tic-toc,,,,
europlay,Big Dryvers,,,1974,,em,4,,,Big Dryvers – em – 4p,new-model-existing-maker,big-dryvers,low,mondialmatic,,4110,med,"Mondialmatic, of Florence, Italy (1979)",G43WO-MJYYV,yes,create,,,"{""name"": ""Big Dryvers"", ""year"": 1974, ""year_uncertain"": true, ""year_note"": ""tilt places it in the 1974 section; Pinside dates Europlay's Big Dryvers 1979"", ""technology"": ""em"", ""players"": 4, ""month"": null, ""game_format"": ""pinball"", ""kit"": false, ""lineage"": ""Europlay 4-player game; EM sibling of the SS version listed on the same line-pair (seed convention: em/ss versions are separate models). Name shared with Mondialmatic's 1979 Space Orbit conversion kit (catalog big-dryvers), relationship unknown.""}","Europlay 4-player game; EM sibling of the SS version listed on the same line-pair (seed convention: em/ss versions are separate models). Name shared with Mondialmatic's 1979 Space Orbit conversion kit (catalog big-dryvers), relationship unknown.",,Big Dryvers – em – 4p
europlay,Big Dryvers,,,1974,,ss,4,,,Big Dryvers – ss – 4p,new-model-existing-maker,big-dryvers,low,mondialmatic,,4110,med,"Mondialmatic, of Florence, Italy (1979)",G43WO-MJYYV,yes,create,,,"{""name"": ""Big Dryvers"", ""year"": 1974, ""year_uncertain"": true, ""year_note"": ""tilt places it in the 1974 section - implausibly early for solid-state; Pinside dates Europlay's Big Dryvers 1979"", ""technology"": ""ss"", ""players"": 4, ""month"": null, ""game_format"": ""pinball"", ""kit"": false, ""lineage"": ""Europlay 4-player game; SS sibling of the EM version listed immediately above it on the page (both lines verified in the page HTML).""}",Europlay 4-player game; SS sibling of the EM version listed immediately above it on the page (both lines verified in the page HTML).,,Big Dryvers – ss – 4p
europlay,Tanga,,,1975,,em,1,,(scritte in italiano),Tanga – em – 1p (scritte in italiano),exists,tanga,high,europlay,1975,4080,high,"Europlay, of Italy",GryjX-MvBXe,,exists,parser high-confidence match,tanga,,,,
europlay,El Dorado,,,1976,,em,1,,"(esiste con vetro marcato “Europlay”, ma anche con vetro marcato “RMG”)","El Dorado – em – 1p (esiste con vetro marcato “Europlay”, ma anche con vetro marcato “RMG”)",exists,el-dorado-3,high,europlay,1976,5216,high,"Europlay, of Italy",GrEZ5-MDWv8,,exists,parser high-confidence match,el-dorado-3,,,,
europlay,Card Whiz,,,1976,,em,1,,,Card Whiz – em – 1p,exists,card-whiz-2,high,europlay,1976,4844,high,"Europlay, of Italy",GrEWx-MQPPX,,exists,parser high-confidence match,card-whiz-2,,,,
europlay,Red Arrow,,,1978,,em,1,,(by “New Europlay)(art: Mike)(first with “Biri Biri” feature),Red Arrow – em – 1p,exists,red-arrow-3,high,europlay,1978,4078,high,"Europlay, of Italy",G5WPp-MDbNj,,exists,parser high-confidence match,red-arrow-3,,,,
europlay,Royal King,,,1978,,em,1,,,Royal King – em – 1p,new-model-existing-maker,royal-king,low,renato-montanari-giochi,1976,4736,med,"Renato Montanari Giochi, of Bologna, Italy [Trade Name: R.M.G.]",G4JND-MP3qK,yes,exists,"Same machine as catalog 'Royal King' (renato-montanari-giochi, ipdb 4736, RMG EM 1P). Only one Royal King known; name/tech/players match.",royal-king,,,,
europlay,Sky Fly,,,1978,,,,,,Sky Fly – F,exists,sky-fly,high,europlay,1978,5255,high,"Europlay, of Italy",G5Yqx-MKNjX,yes,exists,"Catalog 'Sky Fly' (europlay, 1978, ipdb 5255, EM 4P) - already matched high-confidence; re-checked. The stray '– F' tech marker on the tilt line is unexplained (not em/ss); IPDB records the game as EM. No action beyond keeping the existing match.",sky-fly,,,,
europlay,Sinbad,,,1979,,em,1,,"(by “New Europlay)(“SiMbad” on the flyer and cabinet, “SiNbad” on the backglass and schematics)",Sinbad – em – 1p,new-model-existing-maker,sinbad-3,low,electromatic-brasil,1978,2159,low,"D. Gottlieb & Company, a Columbia Pictures Industries Company (1977-1983)[Trade Name: Gottlieb]",G4xqN-MD1Rj,yes,exists,"Same machine as catalog 'Sinbad Adventures' (europlay, 1979, ipdb 3252, EM 1P). IPDB 3252 Notes: 'The playfield is a redesign of Gottlieb's 1978 Sinbad, and the backglass shows a longer name of Sinbad Adventures' and note the cabinet 'has the name incorrectly spelled as ""Simbad""' - exactly matching tilt's SiMbad/SiNbad remark. Worksheet's sinbad-3 (Electromatic Brasil) guess is wrong.",sinbad-adventures,,,,
europlay,Dragon,,,1979,,em,1,,,Dragon – em – 1p,exists,dragon-6,high,europlay,1979,6298,high,"Europlay, of Italy",G4qPZ-ME0Nr,,exists,parser high-confidence match,dragon-6,,,,
europlay,Dragon,,,1979,,,,,,Dragon,exists,dragon-6,high,europlay,1979,6298,high,"Europlay, of Italy",G4qPZ-ME0Nr,,exists,parser high-confidence match,dragon-6,,,,
ferna,Steeple,yes,,1979,,,,,,Steeple (?),new-maker,,,,,,,,,,create,,,"{""name"": ""Steeple"", ""name_uncertain"": true, ""name_uncertain_hedge"": ""tilt.it itself writes the title as 'Steeple (?)' — the '(?)' is the source's own doubt about the name, not about the machine's existence (the page has a photo slot and a firm year)."", ""year"": 1979, ""year_uncertain"": false, ""technology"": null, ""players"": null, ""production_month"": null, ""game_format"": ""pinball"", ""kit"": false, ""lineage"": null}",,,Steeple (?)
g_braun,copia del Galaxie Gottlieb’s,,,,,,,,,copia del Galaxie Gottlieb’s,new-maker,,,,,,,,,,defer,"The two gallery photos show a real full machine: a playfield copying Gottlieb's 1971 'Galaxie' (itself Gottlieb's Italy/Brazil export version of 'Dimension', EM, 1p, add-a-ball — ipdb 978), with a banner reading 'G-Braun' in the playfield slot where the original carries the game title. So the machine exists, but a title cannot be asserted: it may have been sold as 'G. Braun', or unnamed. Creating a catalog title requires a human decision on naming.",,"{""name"": ""G. Braun (from the playfield banner in the title position — uncertain)"", ""name_uncertain"": true, ""year"": null, ""year_uncertain"": true, ""technology"": ""em"", ""players"": 1, ""players_note"": ""inferred from the Gottlieb Galaxie original (ipdb 978, 1 player); not stated by tilt.it"", ""game_format"": ""pinball"", ""kit"": false, ""lineage"": ""Copy of Gottlieb's 'Galaxie' (1971, D. Gottlieb & Company) — per tilt.it 'copia del Galaxie Gottlieb’s' and the photographed playfield art""}","Copy of Gottlieb's 'Galaxie' (1971, D. Gottlieb & Company) — per tilt.it 'copia del Galaxie Gottlieb’s' and the photographed playfield art",,
gl,????,,,,,,,,,????,new-model-existing-maker,,,,,,,,,,defer,"Machine with unreadable/unknown name on the GL page — unnameable, cannot create.",,,,,
gl,Jolly Joker,,,,,,,,,Jolly Joker,new-model-existing-maker,jolly-joker-2,low,united-manufacturing-company,1955,4113,med,"Mondialmatic, of Florence, Italy (1979)",GrlEB-ML0Pz,yes,exists,"IPDB 4113 attributes the Jolly Joker kit to Mondialmatic (conversion kit for Gottlieb's 1973 Ten-Up); tilt.it lists it on the GL page too — conflict noted, no duplicate created.",jolly-joker-3,,,,
gl,Golden Arrow,,,1978,,em,1,,,Golden Arrow – em – 1p,exists,golden-arrow-3,high,giuliano-lodola,1978,4082,med,"Giuliano Lodola, of Avenza, Massa-Carrera, Toscana, Italy (1978-1981)",G5WPp-MDBx9,,exists,parser high-confidence match,golden-arrow-3,,,,
gl,Giunone,,Poseidon,1978,,em,1,,,Giunone (Poseidon) – em – 1p,exists,giunone,high,giuliano-lodola,1978,5178,med,"Giuliano Lodola, of Avenza, Massa-Carrera, Toscana, Italy (1978-1981)",,,exists,parser high-confidence match,giunone,,,,
gl,Rocky Girl,,Rock Star,1979,,em,1,,,Rocky Girl (Rock Star) – em – 1p,exists,rocky-girl,high,giuliano-lodola,,4084,med,"Giuliano Lodola, of Avenza, Massa-Carrera, Toscana, Italy (1978-1981)",GRbD8-M9Rqz,,exists,parser high-confidence match,rocky-girl,,,,
gl,Rocky Girl,,Rock Star,1979,,ss,1,,,Rocky Girl (Rock Star) – ss – 1p,exists,rocky-girl,high,giuliano-lodola,,4084,med,"Giuliano Lodola, of Avenza, Massa-Carrera, Toscana, Italy (1978-1981)",GRbD8-M9Rqz,,exists,parser high-confidence match,rocky-girl,,,,
gl,Basket World Trotter,,Harlem Globetrotters,1979,,ss,1,,,Basket World Trotter (Harlem Globetrotters) – ss – 1p,exists,basket-world-trotter,high,giuliano-lodola,1979,4083,med,"Giuliano Lodola, of Avenza, Massa-Carrera, Toscana, Italy (1978-1981)",,,exists,parser high-confidence match,basket-world-trotter,,,,
gl,Basket World Trotter,,Harlem Globetrotters,1979,,ss,4,,,Basket World Trotter (Harlem Globetrotters) – ss – 4p,exists,basket-world-trotter,high,giuliano-lodola,1979,4083,med,"Giuliano Lodola, of Avenza, Massa-Carrera, Toscana, Italy (1978-1981)",,,exists,parser high-confidence match,basket-world-trotter,,,,
gl,Black Hole,,Blackout,1980,,ss,4,,,Black Hole (Blackout) – ss – 4p,exists,black-hole-2,high,giuliano-lodola,1980,4087,med,"Giuliano Lodola, of Avenza, Massa-Carrera, Toscana, Italy (1978-1981)",GRwYo-MQ2RR,,exists,parser high-confidence match,black-hole-2,,,,
gl,Black Rider,,Black Knight,1980,,ss,4,,,Black Rider (Black Knight) – ss – 4p,exists,black-rider,high,giuliano-lodola,1981,4085,med,"Giuliano Lodola, of Avenza, Massa-Carrera, Toscana, Italy (1978-1981)",GrO7w-Mo1Zl,,exists,parser high-confidence match,black-rider,,,,
gl,Diablo,,,1980,,ss,4,,,Diablo – ss – 4p,new-model-existing-maker,,,,,,,,,,create,"GL (giuliano-lodola) 1980 ss 4p, tilt.it only; no IPDB entry.",,,,,Diablo – ss – 4p
gl,Zoser,,Pharaoh,1981,,ss,4,,,Zoser (Pharaoh) – ss – 4p,exists,zoser,high,giuliano-lodola,1981,4086,med,"Giuliano Lodola, of Avenza, Massa-Carrera, Toscana, Italy (1978-1981)",,,exists,parser high-confidence match,zoser,,,,
gl,????,,,1981,,,,,,????,new-model-existing-maker,,,,,,,,,,defer,"Machine with unreadable/unknown name on the GL page — unnameable, cannot create.",,,,,
gl,Space Woman,,GL ?,1981,,ss,4,,with “mixage record” feature,Space Woman (GL ?) – ss – 4p – with “mixage record” feature,new-model-existing-maker,space-woman,low,,,5951,low,Unknown Manufacturer,,yes,exists,"Catalog holds it maker-less (ipdb 5951, 'Unknown Manufacturer'); tilt.it itself hedges the maker ('GL ?') — CE assignment deferred, evidence banked.",space-woman,,,,
idi,Ice Mania,,,1978,,ss,4,,,Ice Mania – SS – 4p,exists,ice-mania,high,idi,,3911,high,"I.D.I., of Italy",G43DV-MBREl,,exists,parser high-confidence match,ice-mania,,,,
idi,Movie Master,,,1978,,ss,4,,,Movie Master – SS – 4p,new-model-existing-maker,,,,,,,,,,exists,"Pluralization variant of catalog 'Movie Masters' (idi, ipdb 3910, I.D.I. SS 4P). Tilt adds year 1978 (catalog has none), consistent with the page dating all four IDI games 1978.",movie-masters,,,,
idi,Sky Warrior,,,1978,,ss,4,,,Sky Warrior – SS – 4p,exists,sky-warrior,high,idi,,3905,high,"I.D.I., of Italy",Gr3VN-MJ5qB,,exists,parser high-confidence match,sky-warrior,,,,
idi,Tiger Woman,,,1978,,ss,4,,,Tiger Woman – SS – 4p,exists,tiger-woman,high,idi,,3904,high,"I.D.I., of Italy",G4eEJ-M61q0,,exists,parser high-confidence match,tiger-woman,,,,
ipdb-flipper-kit-italiani-non-identificati,Time Out,,Bologna,,,,,,,Time Out (Bologna),new-maker,time-out-2,low,v-p-distributing-company,1944,4992,med,"Ripepi, of Messina, Italy",,yes,defer,"Ambiguous identity. Catalog already has time-out (Ripepi, ipdb 4992) and tilt.it's own Ripepi maker page separately lists a 'Time Out' — yet tilt.it keeps this '(Bologna)' example on the unidentified page. '(Bologna)' is a sighting/collection location, and tilt.it maintaining both listings means we cannot safely assert this is Ripepi's game nor create a second one. Parser's match time-out-2 (V.P. Distributing 1944, ipdb 5075) is wrong.",time-out,,IPDB 4992 (Ripepi Time Out) is 'an add-a-ball version of the 4-player Gottlieb's 1974 Far Out' — applies only if this Bologna example is the same game,,
ipdb-flipper-kit-italiani-non-identificati,Hot Bullet,,,,,,,,,Hot Bullet,new-maker,hot-bullet,low,,1970,6421,low,Unknown Manufacturer,,yes,exists,"Catalog hot-bullet = ipdb 6421 (Unknown Manufacturer, 1970), which is this game.",hot-bullet,,,,
ipdb-flipper-kit-italiani-non-identificati,Hit and Run,,,,,,,,,Hit and Run,new-maker,hit-and-run,low,h-m-manufacturing-company,1933,3992,low,"H & M Manufacturing Company, of Chicago, Illinois, USA (1932-1933)",,yes,create,"Photo-only entry, no commentary. Catalog hit-and-run is the H & M 1933 game (ipdb 3992) — a different machine; parser match was wrong. No IPDB entry for an Italian Hit and Run.",,"{""name"": ""Hit and Run"", ""year"": null, ""technology"": null, ""kit"": ""unknown"", ""lineage"": ""donor not stated on page; note existing unrelated games Williams 'Hit and Run Base-Ball' (ipdb 1193, 1970) and H & M 'Hit and Run' (ipdb 3992, 1933)"", ""brand"": ""none""}","donor not stated on page; note existing unrelated games Williams 'Hit and Run Base-Ball' (ipdb 1193, 1970) and H & M 'Hit and Run' (ipdb 3992, 1933)",,Hit and Run
ipdb-flipper-kit-italiani-non-identificati,Stunt Cars,,,,,,,,,Stunt Cars,new-maker,,,,,,,,,,defer,"Duplicate of an attributed listing: tilt.it's own master list (itmade.htm) puts Stunt Cars under Artigiana Ricambi (Sesto Fiorentino), and the artigiana-ricambi worksheet page already carries the row 'Stunt Cars | modifica Card King | 1976'. Create it once, there, not maker-less here.",,,,,
ipdb-flipper-kit-italiani-non-identificati,POOL,,"“Cue-T”, Williams",,,,,,,"POOL (“Cue-T”, Williams)",new-maker,pool,low,williams-electronics-games-incorporated-a-subsidiary-of-wms-industries-incorporated,,3717,low,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated (1985-1999) [Trade Name: Williams]",,yes,create,"Distinct from catalog pool (Williams 'Pool', ipdb 3717, a different 1980s prototype) — parser match wrong. tilt.it names the donor and original maker explicitly.",,"{""name"": ""Pool"", ""year"": null, ""technology"": null, ""kit"": true, ""lineage"": ""renamed backglass for Williams 'Cue-T' (ipdb 611, Williams Electronics, 1968); tilt.it says it is more a redone glass than a full kit"", ""brand"": ""none""}","renamed backglass for Williams 'Cue-T' (ipdb 611, Williams Electronics, 1968); tilt.it says it is more a redone glass than a full kit",,"POOL (""Cue-T"", Williams)"
ipdb-flipper-kit-italiani-non-identificati,"Piu’ che un kit, parrebbe un vetro rifatto con nome differente per un CUE-T Williams. Viene riportato il costruttore originale (Williams), il flipper e’ un CUE-T, ma cambia il nome. Forse costruito per zone in cui il CUE-T era finito in qualche lista di giochi proibiti?",,,,,,,,,"Piu’ che un kit, parrebbe un vetro rifatto con nome differente per un CUE-T Williams. Viene riportato il costruttore originale (Williams), il flipper e’ un CUE-T, ma cambia il nome. Forse costruito per zone in cui il CUE-T era finito in qualche lista di giochi proibiti?",new-maker,,,,,,,,,yes,noise,"Italian commentary paragraph belonging to the POOL entry (line 188), not a product. Captured there as lineage evidence.",,,,,
ipdb-flipper-kit-italiani-non-identificati,POKERRR!!!,,,,,,,,,POKERRR!!!,new-maker,,,,,,,,,,create,The page's next line 'Kit per Harmony/Troubadour' is this entry's subtitle naming the donors. No catalog or IPDB entry found; web search found nothing beyond tilt.it.,,"{""name"": ""POKERRR!!!"", ""year"": null, ""technology"": ""em (implied by donor)"", ""kit"": true, ""lineage"": ""kit for Gottlieb 'Harmony' (ipdb 1127, 1967) / 'Troubadour' (ipdb 2666, 1967)"", ""brand"": ""none""}","kit for Gottlieb 'Harmony' (ipdb 1127, 1967) / 'Troubadour' (ipdb 2666, 1967)",,POKERRR!!!
ipdb-flipper-kit-italiani-non-identificati,Kit per Harmony/Troubadour,,,,,,,,,Kit per Harmony/Troubadour,new-maker,,,,,,,,,,noise,"Subtitle/commentary line for POKERRR!!! (line 190), not a separate product. Captured there as lineage evidence.",,,,,
ipdb-flipper-kit-italiani-non-identificati,KO,,,,,,,,"grafica by Lorenzo Rimondini, logo illeggibile ma volutamente simile a Gottlieb (in realta’ c’e’ scritto altro)",KO,new-maker,,,,,,,,,,defer,"Duplicate of an attributed listing: tilt.it's LORI page (Budrio (BO), Sig. Lorenzo Rimondini) lists KO among LORI's games, and this page's own caption credits the art to Rimondini. The lori worksheet page already has a KO row — create it once there.",,,,,
ipdb-flipper-kit-italiani-non-identificati,Baseball,,,,,,,,,Baseball,new-maker,baseball-10,low,bally-manufacturing-corporation,1936,184,low,"Stoner Manufacturing Company, of Aurora, Illinois, USA (1933-1941)",G4E2y-MJ5Pv,yes,create,"Photo-only entry. All ~18 catalog 'Baseball' models are American (parser guessed baseball-10, Bally 1936 — wrong); no unknown-maker/Italian Baseball in IPDB. Weakest of the creates: name + photo only.",,"{""name"": ""Baseball"", ""year"": null, ""technology"": null, ""kit"": ""unknown"", ""lineage"": ""donor not stated"", ""brand"": ""none""}",donor not stated,,Baseball
ipdb-flipper-kit-italiani-non-identificati,Arrow,,,,,,,,,Arrow,new-maker,arrow-2,low,allied-amusement-company,1935,6454,med,"Ripepi, of Messina, Italy",,yes,exists,"Catalog arrow-3 = ipdb 6454, Ripepi, which is this game. Parser guessed arrow-2 (Allied Amusement 1935) — wrong.",arrow-3,,,,
ipdb-flipper-kit-italiani-non-identificati,AI-LO,,,,,,,,,AI-LO,new-maker,,,,,,,,,,defer,"Unnameable beyond the logo. The entry is a single backglass photo; the dedicated /ai-lo subpage (ultimo aggiornamento marzo 2021) contains ONLY the title 'AI-LO', one image, and share-button furniture — no prose, no game name, no year, no donor, no statement that AI-LO is a firm. Nothing in IPDB or the catalog matches 'AI-LO'; web search finds nothing.",,,,,
ipdb-flipper-kit-italiani-non-identificati,Thrills,,,,,,,,"(grafica di “De Angelis”, con firma sul piano di gioco, canale esterno desto; notare i due strani contatti di fianco all’outhole, montati sull’apron metallico, visibili in foto n.21, il cui utilizzo e’ sconosciuto)",Thrills,new-maker,thrills,low,,,5381,low,Unknown Manufacturer,,yes,exists,"Catalog thrills = ipdb 5381 (Unknown Manufacturer), which is this game.",thrills,,,,
ipdb-flipper-kit-italiani-non-identificati,Aquarium,,,,,,,,"looks like an italian kit inspired from the Gottlieb’s “Aquarius” – check the differencies (higher scoring, no credit window, score windows’ sizes reduced from behind, as if originally designed to fit old metal score wheels, etc)",Aquarium,new-maker,,,,,,,,,,create,"No catalog or IPDB match. tilt.it's hedge is about interpretation, not existence; the differences it lists are concrete.",,"{""name"": ""Aquarium"", ""year"": null, ""technology"": ""em (implied)"", ""kit"": ""probable (tilt.it hedges: 'looks like an italian kit')"", ""lineage"": ""inspired by Gottlieb 'Aquarius' (ipdb 79, 1970)"", ""brand"": ""none""}","inspired by Gottlieb 'Aquarius' (ipdb 79, 1970)",,Aquarium
ipdb-flipper-kit-italiani-non-identificati,Lido,,,,,,,,(looks like a kit for a Gottlieb'”Subway” – maybe from Dama – art by Cortez?),Lido,new-maker,lido-2,low,,,1439,low,Bally Manufacturing Corporation (1931-1983) [Trade Name: Bally],,yes,exists,"Catalog lido-2 = ipdb 5135 (Unknown Manufacturer; wedgehead backbox, six score reels, no maker name on glass) — consistent with an Italian add-a-ball kit on a Gottlieb wedgehead as tilt.it describes. Not certain: verify against IPDB 5135 images before asserting the link. Parser paired lido-2 with the wrong ipdb (1439 = Bally Lido).",lido-2,,,,
ipdb-flipper-kit-italiani-non-identificati,Neptune,,,,,,,,,Neptune,new-maker,neptune-2,low,giuliano-lodola,1979,5177,med,"Giuliano Lodola, of Avenza, Massa-Carrera, Toscana, Italy (1978-1981)",GRoWo-MDllp,yes,exists,"Catalog neptune-2 = ipdb 5177, Giuliano Lodola, 1979. The '(collezione Massimiliano Vitasevic)' caption is provenance, not product data.",neptune-2,,,,
ipdb-flipper-kit-italiani-non-identificati,El Viti,,,,,,,,(kit for Gottlieb’s Harmony/Troubadour),El Viti,new-maker,el-viti,low,,,5029,low,Unknown Manufacturer,,yes,exists,"Catalog el-viti = ipdb 5029 (Unknown Manufacturer). Note IPDB describes Spanish-language art (TOROS, matador poster) — origin may be Spanish rather than Italian; keep maker-less.",el-viti,,,,
ipdb-flipper-kit-italiani-non-identificati,Tex-Op,,,,,,,,(kit for Gottlieb’s Harmony/Troubadour),Tex-Op,new-maker,tex-op,low,,,5166,low,Unknown Manufacturer,,yes,exists,"Catalog tex-op = ipdb 5166 (Unknown Manufacturer). DONOR CONFLICT: tilt.it says '(kit for Gottlieb's Harmony/Troubadour)' but IPDB says it is a version of Gottlieb's 1973 'Ten-Up' (ipdb 2521) with the bowling-alley scene. IPDB's account is the more detailed; record both, prefer IPDB.",tex-op,,,,
ipdb-flipper-kit-italiani-non-identificati,Sky Devil’s,,,,,,,,,Sky Devil’s,new-maker,sky-devils,low,,,5160,low,Unknown Manufacturer,,yes,exists,Catalog sky-devils = ipdb 5160 (Unknown Manufacturer).,sky-devils,,,,
ipdb-flipper-kit-italiani-non-identificati,Fifteen Goals,,,,,,,,"(strange name for an italian game, too hard to remember for italian operators not speaking english – maybe, it’s not an italian kit?)",Fifteen Goals,new-maker,,,,,,,,,,create,"Nameable, photographed, no catalog/IPDB match. tilt.it doubts only the ITALIAN ORIGIN, not that the product exists — quote the hedge in the note and let the campaign owner decide whether an origin-doubted entry belongs in an Italian-makers patch. (Spanish INDER made an unrelated 'Fifteen', ipdb 4409, 1974.)",,"{""name"": ""Fifteen Goals"", ""year"": null, ""technology"": null, ""kit"": ""probable"", ""lineage"": ""donor not stated"", ""brand"": ""none""}",donor not stated,,Fifteen Goals
ipdb-flipper-kit-italiani-non-identificati,Card Trix,,,,,,,,"(this is not the RMG version, there are some little differences)",Card Trix,new-maker,card-trix-2,low,d-gottlieb-company,1970,446,low,D. Gottlieb & Company (1931-1977) [Trade Name: Gottlieb],GRWZN-MDv6X,yes,create,"tilt.it distinguishes this from the RMG copy (the rmg worksheet page has its own Card Trix row), and the old master list distinguishes it from genuine Gottlieb by the position of the Italian no-replay text. So it is a third, unattributed variant — a new model.",,"{""name"": ""Card Trix"", ""year"": null, ""technology"": ""em"", ""kit"": ""probable (copy/kit of the Gottlieb game)"", ""lineage"": ""based on Gottlieb 'Card Trix' (ipdb 446, 1970); explicitly NOT the RMG version and not the Gottlieb Italian export (ipdb 3748, catalog card-trix-2)"", ""brand"": ""none""}","based on Gottlieb 'Card Trix' (ipdb 446, 1970); explicitly NOT the RMG version and not the Gottlieb Italian export (ipdb 3748, catalog card-trix-2)",,Card Trix
ipdb-flipper-kit-italiani-non-identificati,Happening,,ver.1,,,,,,(1970 – first work by Mike),Happening (ver.1),new-maker,,,,,,,,,,create,Create ONE model 'Happening' covering both ver.1 and ver.2 — tilt.it itself says ver.2 is probably the same kit adapted to a different donor machine (see line 206). Record the two glass variants in the model note.,,"{""name"": ""Happening"", ""year"": 1970, ""year_uncertain"": false, ""technology"": ""em (implied)"", ""kit"": true, ""lineage"": ""donor not stated; art by 'Mike' (his first work per tilt.it)"", ""brand"": ""none""}",donor not stated; art by 'Mike' (his first work per tilt.it),,Happening (ver.1)
ipdb-flipper-kit-italiani-non-identificati,Happening,,ver.2,,,,,,,Happening (ver.2),new-maker,,,,,,,,,,defer,"Merge into the single 'Happening' model (line 205). tilt.it's own hedge says it is probably not a distinct product, just the same kit for a different donor pinball; document the variant differences in the Happening note instead.",,,,,
ipdb-flipper-kit-italiani-non-identificati,Full,,,,,,,,(grafica di Mike – forse lo stesso produttore del modello “Happening”),Full,new-maker,full-2,low,recreativos-franco,1977,4375,low,"Interflip S. A., of Spain",Gj6Dj-MOE0d,yes,create,"Distinct from the Spanish 'Full' pair (Interflip ipdb 4375 = catalog full; Recreativos Franco ipdb 4707 = catalog full-2) — parser matched full-2, wrong. No IPDB entry for the Italian one.",,"{""name"": ""Full"", ""year"": null, ""technology"": null, ""kit"": ""unknown"", ""lineage"": ""donor not stated; art by 'Mike', possibly same (unidentified) producer as 'Happening'"", ""brand"": ""none""}","donor not stated; art by 'Mike', possibly same (unidentified) producer as 'Happening'",,Full
